node_id	node_type	raw_label	canonical_taxon	attributes_json	source_id	source_provenance_json	allowed_evidence_scope	caveats_json
wild_ancestor:CWR_pool_for_Vanilla_planifolia	wild_ancestor	CWR pool for Vanilla planifolia	Vanilla planifolia	"{""context_crop"": ""Vanilla planifolia"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Piper_nigrum	wild_ancestor	CWR pool for Piper nigrum	Piper nigrum	"{""context_crop"": ""Piper nigrum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Capsicum_frutescens	wild_ancestor	CWR pool for Capsicum frutescens	Capsicum frutescens	"{""context_crop"": ""Capsicum frutescens"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Persea_americana	wild_ancestor	CWR pool for Persea americana	Persea americana	"{""context_crop"": ""Persea americana"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Mangifera_indica	wild_ancestor	CWR pool for Mangifera indica	Mangifera indica	"{""context_crop"": ""Mangifera indica"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Carica_papaya	wild_ancestor	CWR pool for Carica papaya	Carica papaya	"{""context_crop"": ""Carica papaya"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Psidium_guajava	wild_ancestor	CWR pool for Psidium guajava	Psidium guajava	"{""context_crop"": ""Psidium guajava"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Ananas_comosus	wild_ancestor	CWR pool for Ananas comosus	Ananas comosus	"{""context_crop"": ""Ananas comosus"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Annona_cherimola	wild_ancestor	CWR pool for Annona cherimola	Annona cherimola	"{""context_crop"": ""Annona cherimola"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Annona_muricata	wild_ancestor	CWR pool for Annona muricata	Annona muricata	"{""context_crop"": ""Annona muricata"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Litchi_chinensis	wild_ancestor	CWR pool for Litchi chinensis	Litchi chinensis	"{""context_crop"": ""Litchi chinensis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Dimocarpus_longan	wild_ancestor	CWR pool for Dimocarpus longan	Dimocarpus longan	"{""context_crop"": ""Dimocarpus longan"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Nephelium_lappaceum	wild_ancestor	CWR pool for Nephelium lappaceum	Nephelium lappaceum	"{""context_crop"": ""Nephelium lappaceum"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Cocos_nucifera	wild_ancestor	CWR pool for Cocos nucifera	Cocos nucifera	"{""context_crop"": ""Cocos nucifera"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Phoenix_dactylifera	wild_ancestor	CWR pool for Phoenix dactylifera	Phoenix dactylifera	"{""context_crop"": ""Phoenix dactylifera"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Elaeis_guineensis	wild_ancestor	CWR pool for Elaeis guineensis	Elaeis guineensis	"{""context_crop"": ""Elaeis guineensis"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
wild_ancestor:CWR_pool_for_Areca_catechu	wild_ancestor	CWR pool for Areca catechu	Areca catechu	"{""context_crop"": ""Areca catechu"", ""stage_mode"": ""cwr_pool_placeholder"", ""downstream_at_barrier_1"": ""expand to per-wild-species nodes via Vincent CWR table""}"	vincent_2013_cwr	"{""source_id"": ""vincent_2013_cwr"", ""source_name"": ""Vincent et al. 2013 Global CWR Checklist"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Article copyright Elsevier; factual taxon list extracted"", ""attribution"": ""Vincent H. et al. 2013, Biological Conservation 167:265-275"", ""source_reliability"": 0.93, ""note"": ""Vincent et al. 2013 CWR checklist (CWR_pool placeholder; per-species expansion at Barrier 1)""}"	supports 'taxon Y has at least one CWR listed in cited checklist'; does not support specific wild-species identity until expanded	"{""stage_mode"": ""cwr_pool_placeholder""}"
